"Header","Glava"
"XML error: %s at line %d","Napaka XML: %s v vrstici %d"
"Use <code>get_the_author()</code> instead if you do not want the value echoed.","Uporabite <code>get_the_author()</code> nameseto da se prikaže vrednost."
"Visit %s&#8217;s website","Obiščite spletno stran od %s"
"Posts by %s","Prispevki od %s"
"Last updated: %s","Zadnjič posodobljeno: %s"
"Bookmarks","Zaznamki"
"Use <code>WP_User->ID</code> instead.","Uporabite raje <code>WP_User->ID</code>."
"Usage of user levels by plugins and themes is deprecated. Use roles and capabilities instead.","Uporaba nivojev uporabnikov z vtičniki in temami je zastarelo. Namesto tega uporabite vloge in zmožnosti."
"View all posts in %s","Poglej vse prispevke v kategoriji %s"
"Uncategorized","Nekategorizirano"
"No categories","Ni kategorij"
"%s topic","%s téma"
"%s topics","%s témi"
"View all posts filed under %s","Poglej vse prispevke v kategoriji %s"
"Feed for all posts filed under %s","Vir za vse objave uvrščene v %s"
"Tags:","Značke: "
"A valid URL was not provided.","Ni bil vnešen veljaven URL."
"User has blocked requests through HTTP.","Uporabnik je blokiral zahtevo preko HTTP."
"Destination directory for file streaming does not exist or is not writable.","Ciljna mapa za pretakanje datotek ne obstaja ali ni zapisljiva."
"There are no HTTP transports available which can complete the requested request.","Na voljo ni nobene HTTP povezave, zmožne izpeljave te zahteve."
"Could not open handle for fopen() to %s","Ne morem odpreti oprimka za fopen() na %s"
"Too many redirects.","Preveč preusmeritev."
"Malformed URL: %s","Zmaličen URL: %s"
"No server specified","Strežnik ni bil vnešen"
"no login ID submitted","poslan ni bil noben prijavni ID"
"connection not established","povezava ni uspela"
"No password submitted","Niste vnesli gesla"
"Authentication failed","Autentifikacija neuspešna"
"No connection to server","Ni novezave na strežnik"
"No login ID submitted","Poslan ni bil noben prijavni ID"
"No server banner","Brez strežnikovega banner-ja"
"abort","prekini"
"apop authentication failed","apop preverjanje neuspešno"
"Premature end of list","Prezgodnji konec seznama"
"Empty command string","Prazen ukazni string"
"connection does not exist","povezava ne obstaja"
"No msg number submitted","Brez poslane številke sporočila"
"Command failed","Ukaz neuspešen "
"The menu ID should not be empty.","ID menija ne sme bit prazen."
"Skip to toolbar","Preskoči na orodno vrstico"
"Top navigation toolbar.","Vrhnja navigacijska orodna vrstica."
"&mdash; Select &mdash;","&mdash; Izberi &mdash;"
"Default","Privzeto"
"Hex Value","Hex Vrednost"
"Upload","Naloži"
"Remove","Odstrani"
"No Image","Brez Slike"
"Upload New","Naloži Novo"
"Uploaded","Naloženo"
"Remove Image","Odstrani Sliko"
"The web browser on your device cannot be used to upload files. You may be able to use the <a href=\"http://wordpress.org/extend/mobile/\">native app for your device</a> instead.","Brskalnika na vaši napravi ni možno uporabiti za nalaganje datotek. Mogoče lahko uporabite  <a href=\"http://wordpress.org/extend/mobile/\">nativno aplikacijo za vašo napravo</a>."
"Drop a file here or <a href=\"#\" class=\"upload\">select a file</a>.","Spusti datoteko tukaj ali <a href=\"#\" class=\"upload\">izberi datoteko</a>."
"Select File","Izberi Datoteko"
"Background Image","Slika Ozadja"
"Header Image","Slika Glave"
"Random Default Image","Naključna Privzeta Slika"
"Random Uploaded Image","Naključna Naložena Slika"
"Site Title & Tagline","Naslov in Slogan spletišča"
"Site Title","Ime Spletišča"
"Tagline","Slogan"
"Colors","Barve"
"Display Header Text","Prikaži Besedilo Glave"
"Header Text Color","Barva Besedila Glave"
"Background Color","Barva Ozadja"
"Background Repeat","Ponavljajoče Ozadje"
"No Repeat","Brez Ponavljanja"
"Tile","Tlakovano"
"Tile Horizontally","Vodoravno Tlakovano"
"Tile Vertically","Navpično Tlakovano"
"Background Position","Položaj Ozadja"
"Left","Levo"
"Center","Na sredino"
"Right","Desno"
"Background Attachment","Priponka Ozadja"
"Fixed","Fiksno"
"Scroll","Drseče"
"Navigation","Navigacija"
"Your theme supports %s menu. Select which menu you would like to use.","Tema podpira %s meni. Izberite, kateri meni boste uporabili."
"Your theme supports %s menus. Select which menu appears in each location.","Tema podpira %s menija. Izberite, katera menija boste uporabili."
"You can edit your menu content on the Menus screen in the Appearance section.","Vsebino menijev lahko uredite prek pogleda Meniji v oddelku Izgled."
"Static Front Page","Statična sprednja stran"
"Your theme supports a static front page.","Vaša tema podpira statično sprednjo stran."
"Front page displays","Sprednja stran prikazuje"
"Your latest posts","Vaše najnovejše objave"
"A static page","Statična stran"
"Front page","Sprednja stran"
"Posts page","Stran prispevkov"
"Text","Besedilo"
"Visual","Grafično"
"English=en,Danish=da,Dutch=nl,Finnish=fi,French=fr,German=de,Italian=it,Polish=pl,Portuguese=pt,Spanish=es,Swedish=sv","Slovenščina=sl,English=en,Danish=da,Dutch=nl,Finnish=fi,French=fr,German=de,Italian=it,Polish=pl,Portuguese=pt,Spanish=es,Swedish=sv"
"Update","Posodobi"
"Save","Shrani"
"Exit fullscreen","Izhod iz celozaslonskega načina"
"Bold (Ctrl + B)","Krepko (Ctrl + B)"
"Italic (Ctrl + I)","Ležeče (Ctrl + I)"
"Unordered list (Alt + Shift + U)","Neurejen seznam (Alt + Shift + U)"
"Ordered list (Alt + Shift + O)","Urejen seznam (Alt + Shift + O)"
"Blockquote (Alt + Shift + Q)","Citat (Alt+Shift+Q)"
"Insert/edit image (Alt + Shift + M)","Vstavi/uredi sliko (Alt+ Shift + M)"
"Insert/edit link (Alt + Shift + A)","Vstavi/uredi povezavo (Alt + Shift + A)"
"Unlink (Alt + Shift + S)","Razveži (Alt + Shift + S)"
"Help (Alt + Shift + H)","Pomoč (Alt + Shift + H)"
"Updated.","Posodobljeno."
"Saved.","Shranjeno."
"Enter title here","Vnesite naslov"
"Word count: %s","Število besed: %s"
"Just write.","Pišite."
"Enter the destination URL","Vnesite URL"
"Title","Naslov"
"Open link in a new window/tab","Odpri povezavo v novem oknu/zavihku"
"Or link to existing content","Ali poveži na obstoječo vsebino"
"No search term specified. Showing recent items.","Iskalni izraz ni bil podan. Prikazujem nazadnje izbrano."
"Add Link","Dodaj Povezavo"
"Cancel","Prekliči"
"File doesn&#8217;t exist?","Datoteka ne obstaja?"
"File is not an image.","Datoteka ni slika."
"Could not read image size.","Ne morem prebrati velikosti slike."
"Image resize failed.","Sprememba velikosti ni uspela."
"Could not calculate resized image dimensions","Ne morem preračunati dimenzije spremenjene slike"
"Image crop failed.","Obrezovanje slike ni uspelo."
"Image rotate failed.","Zasuk slike ni uspel."
"Image flip failed.","Zrcaljenje slike ni uspelo."
"Image Editor Save Failed","Shranjevanje slike ni uspelo"
"Could not read image size","Ne morem prebrati velikosti slike"
"The theme directory does not exist.","Mapa teme ne obstaja."
"Stylesheet is missing.","Majnka datoteka slilov."
"ERROR: The themes directory is either empty or doesn&#8217;t exist. Please check your installation.","NAPAKA: Mapa teme je prazna ali pa ne obstaja. Preverite namestitev."
"Stylesheet is not readable.","Slogovna predloga ni berljiva."
"Template is missing.","Predloga majnka."
"The parent theme is missing. Please install the \"%s\" parent theme.","Manjka nadrejena teme. Namestite temo \"%s\"."
"The \"%s\" theme is not a valid parent theme.","Tema \"%s\" nima veljavne starševske teme."
"Visit author homepage","Obišči spletno stran avtorja"
"Anonymous","Anonimnež"
",",", "
"XML-RPC services are disabled on this site.","XML-RPC storitve so onemogočene na tej strani."
"Incorrect username or password.","Nepravilno uporabniško ime ali geslo."
"Software Name","Ime programske opreme"
"Software Version","Različica programske opreme"
"Site URL","URL Spletišča"
"Home URL","URL vhodne strani"
"Image default link type","Privzeti tip povezave slik"
"Image default size","Privzeta velikost slik"
"Image default align","Privzeta poravnava slik"
"Template","Predloga"
"Stylesheet","Slogovna datoteka"
"Post Thumbnail","Predogledna sličica Prispevka"
"Time Zone","Časovni pas"
"Site Tagline","Slogan spletišča"
"Date Format","Zapis datuma"
"Time Format","Zapis časa"
"Allow new users to sign up","Dovoli prijavo novim uporabnikom"
"Thumbnail Width","Širina predogledne sličice"
"Thumbnail Height","Višina predogledne sličice"
"Crop thumbnail to exact dimensions","Obreži predogledno sličico na točno velikost"
"Medium size image width","Srednja širina slike"
"Medium size image height","Srednja višina slike"
"Large size image width","Širina velike slike"
"Large size image height","Višina velike slike"
"Allow people to post comments on new articles","Dovoli komentiranje novih prispevkov"
"Allow link notifications from other blogs (pingbacks and trackbacks)","Dovoli obveščanje povezav iz drugih spletnikov (pingbacks in povratne sledi)"
"Insufficient arguments passed to this XML-RPC method.","Ni dovolj argumentov podanih v to XML-RPC metodo."
"Invalid post type","Napačen tip prispevka"
"Invalid post ID.","Neveljaven ID prispevka."
"Sorry, you are not allowed to edit this post.","Oprostite, nimate dovoljenja za urejanje tega prispevka."
"The post type may not be changed.","Tip prispevka se ne more spremeniti."
"Sorry, you are not allowed to post on this site.","Oprostite, nimate dovoljenja za prispevanje na tem spletišču."
"Sorry, you are not allowed to create private posts in this post type","Oprostite, nimate dovoljenja za ustvarjanje privatnih prispevkov tega tipa"
"Sorry, you are not allowed to publish posts in this post type","Oprostite, nimate dovoljenja za objavljanje prispevkov tega tipa"
"Sorry, you are not allowed to create password protected posts in this post type","Oprostite, nimate dovoljenja za ustvarjanje z geslom zaščitenih prispevkov tega tipa"
"You are not allowed to create posts as this user.","Nimate dovoljenja ustvariti prispevka kot ta uporabnik."
"Invalid author ID.","Neveljaven ID avtorja."
"Sorry, you cannot stick a private post.","Oprostite, ne morete pripeti privatnega prispevka."
"Sorry, you are not allowed to stick this post.","Oprostite, nimate dovoljenja za pripenjanje tega prispevka."
"Invalid attachment ID.","Neveljaven ID priponke."
"Sorry, one of the given taxonomies is not supported by the post type.","Oprostite, ta tip prispevka ne podpira eno od podanih taksonomij."
"Sorry, you are not allowed to assign a term to one of the given taxonomies.","Oprostite, nimate dovoljenja, da dodelite pojem v eno od podanih taksonomij."
"Invalid term ID","Neveljaven ID pojma"
"Ambiguous term name used in a hierarchical taxonomy. Please use term ID instead.","Dvoumno ime pojma je bilo uporabljeno v hierarhični taksonomiji. Prosim, uporabite ID izraza."
"Sorry, you are not allowed to add a term to one of the given taxonomies.","Oprostite, nimate dovoljenja, da dodate nov pojem v eno od podanih taksonomij."
"Sorry, your entry could not be posted. Something wrong happened.","Oprostite, vašega vnosa ne moremo objaviti. Nekaj je bilo narobe."
"There is a revision of this post that is more recent.","Obstaja novejša različica tega prispevka."
"Sorry, you are not allowed to delete this post.","Oprostite, nimate dovoljenja za brisanje tega prispevka."
"The post cannot be deleted.","Tega prispevka ni mogoče izbrisati."
"Sorry, you cannot edit this post.","Ne morete urejati tega prispevka."
"The post type specified is not valid","Podan tip prispevka ni veljaven"
"Sorry, you are not allowed to edit posts in this post type","Oprostite, nimate dovoljenja za spreminjanje prispevkov tega tipa"
"Invalid taxonomy","Neveljavna taksonomija"
"You are not allowed to create terms in this taxonomy.","Nimate dovoljenja, da ustvarite nov pojem v tej taksonomiji."
"The term name cannot be empty.","Ime pojma ne sme biti prazno."
"This taxonomy is not hierarchical.","Ta taksonomija ni hierarhična."
"Parent term does not exist.","Starš tega pojma ne obstaja."
"Sorry, your term could not be created. Something wrong happened.","Oprostite, pojma ni bilo mogoče ustvariti. Zgodila se je napaka."
"You are not allowed to edit terms in this taxonomy.","Nimate dovoljenja, da urejate pojme v tej taksonomiji."
"This taxonomy is not hierarchical so you can't set a parent.","Ta taksonomija ni hierarhična, zato ne morete določiti starša."
"Sorry, editing the term failed.","Oprostite, urejanje tega pojma je spodletelo."
"You are not allowed to delete terms in this taxonomy.","Nimate dovoljenja, da odstranite pojme v tej taksonomiji."
"Sorry, deleting the term failed.","Oprostite, odstranjevanje tega pojma je spodletelo."
"You are not allowed to assign terms in this taxonomy.","Nimate dovoljenja, da dodeljujete pojme v tej taksonomiji."
"Sorry, you cannot edit users.","Oprostite, ne morete urejati uporabnikov."
"Invalid user ID","Neveljaven ID uporabnika"
"Sorry, you cannot list users.","Oprostite, ne morete izpisati uporabnikov."
"The role specified is not valid","Podana vloga ni veljavna"
"Sorry, you cannot edit your profile.","Oprostite, ne morete urejati vašega profila."
"Sorry, the user cannot be updated.","Oprostite, tega uporabnika ni možno urejati."
"Sorry, you cannot edit this page.","Oprostite, te strani ne morete urejati."
"Sorry, no such page.","Stran ne obstaja."
"Sorry, you cannot edit pages.","Oprostite, strani ne morete urejati."
"Sorry, you do not have the right to delete this page.","Oprostite, nimate pravice izbrisati te strani."
"Failed to delete the page.","Brisanje strani ni uspelo."
"Sorry, you do not have the right to edit this page.","Oprostite, nimate pravice urejati te strani."
"Sorry, you cannot edit posts on this site.","Oprostite, prispevkov ne morete urejati."
"Sorry, you must be able to edit posts on this site in order to view tags.","Oprostite, za ogled značk morate imeti dovoljenja za urejanje prispevkov."
"Sorry, you do not have the right to add a category.","Oprostite, nimate pravice dodati kategorije."
"Sorry, the new category failed.","Oprostite, ustvarjanje kategorije ni uspelo."
"Sorry, you do not have the right to delete a category.","Oprostite, nimate pravice za brisati kategorije."
"Sorry, you must be able to edit posts to this site in order to view categories.","Oprostite, za ogled kategorij morate imeti dovoljenja za urejanje prispevkov."
"You are not allowed to moderate comments on this site.","Nimate privilegijev za moderiranje na tem spletišču."
"Invalid comment ID.","Neveljaven ID komentarja."
"Sorry, you cannot edit comments.","Oprostite, ne morete urejati komentarjev."
"Invalid comment status.","Neveljaven status komentarja."
"Sorry, the comment could not be edited. Something wrong happened.","Oprostite, komentarja ni mogoče urediti. Nekaj je bilo narobe."
"You must be registered to comment","Morate biti registrirani za komentiranje"
"Comment author name and email are required","Potrebna sta ime in e-poštni naslov avtorja komentarja"
"A valid email address is required","Obvezen je veljaven e-poštni naslov"
"You are not allowed access to details about this site.","Nimate dovoljenj za dostop do podrobnosti tega spletišča."
"You are not allowed access to details about comments.","Nimate pravice dostopa do podrobnosti o komentarjih."
"You are not allowed to update options.","Nimate pravice za posodobitev možnosti."
"You do not have permission to upload files.","Nimate pravice prenašati datotek na strežnik."
"Sorry, you are not allowed to edit this post type.","Oprostite, nimate dovoljenja urejati tega tipa prispevka."
"Invalid post ID","Neveljaven ID prispevka"
"Sorry, you are not allowed to edit posts.","Oprostite, nimate dovoljenja za urejanje prispevkov."
"Sorry, revisions are disabled.","Oprostite, različice so onemogočene."
"Sorry, you do not have access to user data on this site.","Nimate dostopa do uporabniških podatkov."
"Either there are no posts, or something went wrong.","Ali ni prispevkov, ali pa je bilo narobe kaj drugega."
"Sorry, that file cannot be edited.","Oprostite, te datoteke ni možno urejati."
"Sorry, no such post.","Oprostite, prispevek ne obstaja."
"Sorry, you do not have the right to edit this post.","Oprostite, nimate pravice urejati tega prispevka."
"Sorry, you do not have the right to publish this post.","Oprostite, nimate pravice objaviti tega prispevka."
"For some strange yet very annoying reason, this post could not be edited.","Zaradi nenavadnega in neprijetnega vzroka, ne morete urejati tega prispevka."
"Sorry, you do not have the right to delete this post.","Oprostite, nimate pravice izbrisati tega prispevka."
"For some strange yet very annoying reason, this post could not be deleted.","Zaradi nenavadnega in neprijetnega vzroka, ne morete izbrisati tega prispevka."
"Sorry, you are not allowed to publish pages on this site.","Oprostite, nimate dovoljenja za objavljanje strani."
"Sorry, you are not allowed to publish posts on this site.","Oprostite, nimate dovoljenja za objavo prispevkov."
"Invalid post format","Napačen format prispevka"
"You are not allowed to create pages as this user.","Nimate pravice ustvarjati strani kot ta uporabnik."
"You are not allowed to change the post author as this user.","Nimate pravice spreminjati avtorja kot ta uporabnik."
"You are not allowed to change the page author as this user.","Nimate pravice spreminjati avtorja strani kot ta uporabnik."
"Sorry, you do not have the right to publish this page.","Oprostite, nimate pravice objaviti te strani."
"Sorry, your entry could not be edited. Something wrong happened.","Oprostite, vaš vnos ne more biti spremenjen. Nekaj je bilo narobe."
"Sorry, you must be able to edit posts on this site in order to view categories.","Oprostite, potrebujete dovoljenje za urejanje, da bi lahko videli kategorije."
"Could not write file %s (%s)","Me morem shraniti datoteke %s (%s)"
"Sorry, you can not edit this post.","Oprostite, tega prispevka ne morete urejati."
"Sorry, you cannot publish this post.","Oprostite, ne morete objaviti tega prispevka."
"Is there no link to us?","Ni tam nobene povezave na nas?"
"The specified target URL cannot be used as a target. It either doesn&#8217;t exist, or it is not a pingback-enabled resource.","Navedeni ciljni URL naslov ne more biti uporabljen kot cilj. Ne obstaja ali ne omogoča povratnega ping-a."
"The source URL and the target URL cannot both point to the same resource.","Izvorni in ciljni URL ne smeta kazati na isti vir."
"The pingback has already been registered.","Pingback je že bil registriran."
"The source URL does not exist.","Povezava izvora ne obstaja."
"We cannot find a title on that page.","Na tej strani ni naslova."
"The source URL does not contain a link to the target URL, and so cannot be used as a source.","Izvorni URL ne vsebuje povezave na ciljni URL, zato ga ne morete uporabiti kot izvornega."
"Pingback from %s to %s registered. Keep the web talking! :-)","Povratna obvestila od %s do %s zabeležena. Pustite splet govoriti! :-)"
"The specified target URL does not exist.","Naveden URL naslov cilja ne obstaja."
"%s Comments","%s Komentarjev"
"No Comments","Brez komentarja"
"1 Comment","1 Komentar"
"Comment","Komentar"
"Trackback","Povratna Sled"
"Use <code>get_trackback_url()</code> instead if you do not want the value echoed.","Uporabite <code>get_trackback_url()</code> če ne želite podvajnaja vrednosti."
"Comments Off","Komentiranje izklljučeno"
"Enter your password to view comments.","Vnesite vaše geslo za ogled komentarjev."
"Comment on %s","Komentarji na %s"
"Reply","Odgovori"
"Log in to Reply","Prijavite se, če želite odgovoriti"
"Leave a Comment","Napišite komentar"
"Log in to leave a Comment","Prijavite se, če želite komentirati"
"Click here to cancel reply.","Kliknite tu za preklic odgovora."
"Leave a Reply","Dodaj odgovor"
"Leave a Reply to %s","Dodaj odgovor za %s"
"<cite class=\"fn\">%s</cite> <span class=\"says\">says:</span>","<cite class=\"fn\">%s</cite> <span class=\"says\">je rekel/-la:</span>"
"Your comment is awaiting moderation.","Vaš komentar čaka na odobritev."
"%s at %s","%s ob %s"
"(Edit)","(Uredi)"
"Email","E-pošta"
"Website","Spletna stran"
"Required fields are marked %s","Zahtevana polja so označena %s"
"You must be <a href=\"%s\">logged in</a> to post a comment.","Za objavo komentarja se morate <a href=\"%s\">prijaviti</a>."
"Logged in as <a href=\"%s\">%s</a>. <a href=\"%s\" title=\"Log out of this account\">Log out?</a>","Prijavljen kot <a href=\"%s\">%s</a>. <a href=\"%s\" title=\"Odjava\">Odjava</a>"
"Your email address will not be published.","Tvoja e-pošta ne bo objavljena."
"You may use these <abbr title=\"HyperText Markup Language\">HTML</abbr> tags and attributes: %s","Lahko uporabite <abbr title=\"HyperText Markup Language\">HTML</abbr> značke in atribute: %s"
"Cancel reply","Prekini odgovor"
"Post Comment","Prispevaj komentar"
"Unapproved","Neodobren"
"Approved","Odobrena"
"Duplicate comment detected; it looks as though you&#8217;ve already said that!","Zaznan podvojen komenatr; izgleda, kot da ste to že napisali!"
"You are posting comments too quickly. Slow down.","Prehitro objavljate komentarje. Malo upočasnite."
"Could not update comment status","Statusa komentarja ni mogoče posodobiti"
"This argument has changed to an array to match the behavior of the other cron functions.","Argument se je spremenil v polje, zato da se ujema z obnašanjem drugih cron funkcij."
"Once Hourly","Enkrat na uro"
"Twice Daily","Dvakrat na dan"
"Once Daily","Enkrat na dan"
"Your site&#8217;s WordPress Pages","WordPress Strani na vašem spletišču"
"Sort by:","Uredi po:"
"Page title","Naslov strani"
"Page order","Razpored strani"
"Page ID","ID strani"
"Exclude:","Izloči:"
"Page IDs, separated by commas.","ID-ji strani, ločeni z vejico."
"Your blogroll","Vaše povezave na druga Spletišča"
"Links","Povezave"
"Select Link Category:","Izberi Kategorijo Povezave:"
"All Links","Vse Povezave"
"Link title","Naslov povezave"
"Link rating","Ocena povezave"
"Link ID","ID povezave"
"Random","Naključno"
"Show Link Image","Pokaži Sliko Povezave"
"Show Link Name","Pokaži Ime Povezave"
"Show Link Description","Pokaži Opis Povezave"
"Show Link Rating","Pokaži Oceno Povezave"
"Number of links to show:","Število prikazanih povezav:"
"A search form for your site","Iskalnik za vašo spletišče"
"A monthly archive of your site&#8217;s posts","Mesečni arhiv prispevkov vašega spletišča"
"Archives","Arhivi"
"Select Month","Izberite Mesec"
"Display as dropdown","Prikaži kot spustni meni"
"Show post counts","Prikaži števec prispevkov"
"Log in/out, admin, feed and WordPress links","Prijava/odjava, administracija, RSS viri in povezava na spletno stran WordPress-a"
"Syndicate this site using RSS 2.0","Objavi to spletno stran z virom RSS 2.0"
"Entries <abbr title=\"Really Simple Syndication\">RSS</abbr>","Vnosi <abbr title=\"Really Simple Syndication\">RSS</abbr>"
"The latest comments to all posts in RSS","Zadnji komentarji vseh prispevkov v RSS virih"
"Comments <abbr title=\"Really Simple Syndication\">RSS</abbr>","<abbr title=\"Really Simple Syndication\">RSS</abbr> Vir Komentarjev"
"Powered by WordPress, state-of-the-art semantic personal publishing platform.","Poganja WordPress, najsodobnejši sistem za semantično osebno objavljanje na spletu."
"A calendar of your site&#8217;s posts","Koledar prispevkov vašega spletišča"
"Calendar","Koledar"
"Arbitrary text or HTML","Poljubno besedilo ali HTML"
"Automatically add paragraphs","Avtomatsko dodaj odstavke"
"A list or dropdown of categories","Seznam ali spustni meni kategorij"
"Select Category","Izberite kategorijo"
"Show hierarchy","Prikaži hierarhijo"
"The most recent posts on your site","Najnovejši prispevki na spletišču"
"Recent Posts","Najnovejši Prispevki"
"Number of posts to show:","Število prispevkov za prikaz:"
"Display post date?","Prikaži datum prispevka?"
"The most recent comments","Najnovejši komentarji"
"Recent Comments","Najnovejši komentarji"
"%s on %s","%s na %s"
"Number of comments to show:","Število komentarjev za prikaz:"
"Entries from any RSS or Atom feed","Vnosi iz kateregakoli RSS ali Atom vira"
"Unknown Feed","Neznani Vir"
"Syndicate this content","Objavljaj to vsebino"
"<strong>RSS Error</strong>: %s","<strong>RSS napaka</strong>: %s"
"An error has occurred, which probably means the feed is down. Try again later.","Prišlo je do napake, kar najverjetneje pomeni da je vir nedostopen. Poskusite ponovno kasneje."
"Untitled","Neimenovan"
"RSS Error: %s","RSS napaka: %s"
"Enter the RSS feed URL here:","Vnesite URL vira RSS tukaj:"
"Give the feed a title (optional):","Dajte viru naslov (neobvezno):"
"How many items would you like to display?","Koliko postavk želite prikazati?"
"Display item content?","Prikaži vsebino postavke?"
"Display item author if available?","Prikaži avtorja postavke, če je na razpolago?"
"Display item date?","Prikaži datum postavke?"
"Your most used tags in cloud format","Največkrat uporabljene značke v oblaku"
"Tag Cloud","Oblak značk"
"Taxonomy:","Taksonomija:"
"Use this widget to add one of your custom menus as a widget.","Uporabi ta gradnik za dodajanje prikrojenih menijev."
"Custom Menu","Prikrojen Meni"
"No menus have been created yet. <a href=\"%s\">Create some</a>.","Ni še menijev. <a href=\"%s\">Ustvari meni</a>."
"Select Menu:","Izberi meni:"
"new WordPress Loop","nova WordPress zanka"
"None","Brez"
"Last updated","Zadnjič posodobljeno"
"Missing Attachment","Manjka Priponka"
"First Post","Prvi prispevek"
"Last Post","Zadnji prispevek"
"Are you sure you want to do this?","Ali ste prepričani, da želite to storiti?"
"File &#8220;%s&#8221; doesn&#8217;t exist?","Datoteka &#8220;%s&#8221; ne obstaja?"
"The GD image library is not installed.","Knjižnica GD za slike ni nameščena."
"File &#8220;%s&#8221; is not an image.","Datoetka &#8220;%s&#8221; ni slika."
"Comments on %s","Komentarjev za %s"
"Comments for %s searching on %s","Komentarji na %s, iskani v %s"
"Comments for %s","Komentarji na %s"
"Comment on %s by %s","Komentar na %s od %s"
"By: %s","Avtor: %s"
"Comments on: %s","Komentarji na %s"
"Protected Comments: Please enter your password to view comments.","Komentarji so zaščiteni: Vnesite geslo za ogled komentarjev."
"%s min","%s minuta"
"%s mins","%s minuti"
"%s hour","%s ura"
"%s hours","%s uri"
"%s day","%s dni"
"%s days","%s dan"
"The email address entered did not appear to be a valid email address. Please enter a valid email address.","Vnešen e-naslov ne izgleda veljavno. Vnesi veljaven e-naslov."
"The WordPress address you entered did not appear to be a valid URL. Please enter a valid URL.","Vnešeni WordPress naslov ne izgleda kot veljaven URL. Vnesi veljaven URL."
"The Site address you entered did not appear to be a valid URL. Please enter a valid URL.","Vnešeni naslov spletne strani ne izgleda kot veljaven URL. Vnesite veljaven URL."
"The timezone you have entered is not valid. Please select a valid timezone.","Vnesli ste neveljavni časovni pas. Vnesite veljaven časovni pas."
", and",", in "
"and"," in "
"ERROR: %s is not a valid feed template.","NAPAKA: %s ni veljavna predloga zaznamka."
"One or more database tables are unavailable. The database may need to be <a href=\"%s\">repaired</a>.","Ena ali več podatkovnih baz ni na voljo. Mogoče po potrebno bazo <a href=\"%s\">popraviti</a>."
"Unable to create directory %s. Is its parent directory writable by the server?","Ne morem ustvariti mape %s. Ali je v njeno nad-mapo mogoče pisati?"
"Empty filename","Prazno ime datoteke"
"Invalid file type","Neveljavna vrsta datoteke"
"Could not write file %s","Napaka pri shranjevanju datoteke %s"
"WordPress Failure Notice","WordPress Obvestilo o napaki"
"You are attempting to log out of %s","Skušate se odjaviti iz %s"
"Do you really want to <a href='%s'>log out</a>?","Ste prepričani, da se hočete <a href='%s'>odjaviti</a>?"
"Please try again.","Poskusite znova."
"&laquo; Back","&laquo; Nazaj"
"WordPress &rsaquo; Error","WordPress &rsaquo; Napaka"
"Database Error","Napaka Podatkovne Baze"
"Error establishing a database connection","Napaka vzpostavljanja povezave z podatkovno bazo"
"%s is <strong>deprecated</strong> since version %s! Use %s instead.","%s je, od različice %s, <strong>zastarel</strong>! Namesto te uporabljajte raje %s."
"%s is <strong>deprecated</strong> since version %s with no alternative available.","%s je, od različice %s, <strong>zastarel</strong> in ni na razpolago nadomestka."
"%s was called with an argument that is <strong>deprecated</strong> since version %s! %s","%s je bil klican z argumentom ki je <strong>opuščen</strong> od različice %s! %s"
"%s was called with an argument that is <strong>deprecated</strong> since version %s with no alternative available.","%s je bil klican z argumentom ki je <strong>opuščen</strong> od različice %s brez možne alternative."
"(This message was added in version %s.)","(To sporočilo je bilo dodano v različici %s.)"
"Please see <a href=\"http://codex.wordpress.org/Debugging_in_WordPress\">Debugging in WordPress</a> for more information.","Prosim, oglejte si <a href=\"http://codex.wordpress.org/Debugging_in_WordPress\">Razhroščevanje v WordPress-u</a> za več informacij."
"%s was called <strong>incorrectly</strong>. %s %s","%s je bil klican <strong>nepravilno</strong>. %s %s"
"Select a city","Izberite mesto"
"Manual Offsets","Ročni Odmik"
"Scripts and styles should not be registered or enqueued until the %s, %s, or %s hooks.","Skripte in slogi se ne smejo registrirati ali razvrstiti pred %s, %s ali %s."
"Search for:","Iskanje za:"
"Log in","Prijava"
"Log out","Odjava"
"Username","Uporabniško ime"
"Password","Geslo"
"Remember Me","Zapomni si me"
"Log In","Prijava"
"Register","Registracija"
"Site Admin","Upravljanje Spletišča"
"The <code>%s</code> option is deprecated for the family of <code>bloginfo()</code> functions.","Možnost <code>%s</code> je nadomestila družina funkcij <code>bloginfo()</code>."
"Use the <code>%s</code> option instead.","Namesto tega uporabite možnost <code>%s</code>."
"Search Results %s %s","Rezultat iskanja %s %s"
"Page not found","Ne najdem strani"
"View posts for %s %s","Poglej prispevke za %s %s"
"%s %s Feed","%s %s Vir"
"%s %s Comments Feed","%s %s Vir Komentarjev"
"%s %s %s Comments Feed","%s %s %s Vir za Komentarje"
"%s %s %s Category Feed","%s %s %s Vir za Zaznamke"
"%s %s %s Tag Feed","%s %s %s Vir za Značke"
"%s %s Posts by %s Feed","%s %s Vir Prispevkov od %s"
"%s %s Search Results for &#8220;%s&#8221; Feed","%s %s Vir Rezultatov Iskanja za &#8220;%s&#8221;"
"%s %s %s Feed","%s %s %s Vir"
"&laquo; Previous","&laquo; Nazaj"
"Next &raquo;","Naprej &raquo;"
"Blue","Plavo"
"Gray","Sivo"
"Do you want to use the WYSIWYG mode for this textarea?","Bi radi uporabili WYSIWYG urejevalnik za to polje besedila?"
"Apply","Potrdi"
"Insert","Vstavi"
"Close","Zapri"
